0.019608,0.019608,0.021504
0.019608,0.039216,-0.039249
0.019608,0.058824,0.004170
0.019608,0.078431,0.031553
0.019608,0.098039,0.008309
0.019608,0.117647,-0.008008
0.019608,0.137255,0.021204
0.019608,0.156863,0.055670
0.019608,0.176471,0.009506
0.019608,0.196078,0.015496
0.019608,0.215686,-0.016553
0.019608,0.235294,-0.056771
0.019608,0.254902,0.019617
0.019608,0.274510,0.024765
0.019608,0.294118,-0.043361
0.019608,0.313725,0.005846
0.019608,0.333333,-0.001087
0.019608,0.352941,0.038197
0.019608,0.372549,0.028958
0.019608,0.392157,-0.040446
0.019608,0.411765,-0.040494
0.019608,0.431373,-0.039786
0.019608,0.450980,-0.006619
0.019608,0.470588,0.034705
0.019608,0.490196,-0.007540
0.019608,0.509804,0.016566
0.019608,0.529412,-0.023625
0.019608,0.549020,-0.056407
0.019608,0.568627,0.032456
0.019608,0.588235,0.025775
0.019608,0.607843,-0.038671
0.019608,0.627451,0.011473
0.019608,0.647059,0.044168
0.019608,0.666667,0.039834
0.019608,0.686275,-0.022981
0.019608,0.705882,-0.008658
0.019608,0.725490,0.030517
0.019608,0.745098,0.001405
0.019608,0.764706,0.028165
0.019608,0.784314,0.009218
0.019608,0.803922,-0.068380
0.019608,0.823529,0.031823
0.019608,0.843137,-0.020513
0.019608,0.862745,0.030939
0.019608,0.882353,-0.013037
0.019608,0.901961,0.027495
0.019608,0.921569,0.031407
0.019608,0.941176,0.014713
0.019608,0.960784,-0.003677
0.019608,0.980392,0.015997
0.039216,0.019608,-0.054086
0.039216,0.039216,0.038660
0.039216,0.058824,-0.021737
0.039216,0.078431,0.043792
0.039216,0.098039,-0.019846
0.039216,0.117647,-0.047466
0.039216,0.137255,-0.024956
0.039216,0.156863,0.013701
0.039216,0.176471,0.024325
0.039216,0.196078,0.006213
0.039216,0.215686,0.002103
0.039216,0.235294,-0.056557
0.039216,0.254902,-0.030487
0.039216,0.274510,-0.005012
0.039216,0.294118,0.002131
0.039216,0.313725,0.025427
0.039216,0.333333,0.047343
0.039216,0.352941,0.001345
0.039216,0.372549,0.061789
0.039216,0.392157,-0.020653
0.039216,0.411765,0.017816
0.039216,0.431373,0.002396
0.039216,0.450980,-0.034104
0.039216,0.470588,-0.033629
0.039216,0.490196,0.011536
0.039216,0.509804,0.014977
0.039216,0.529412,-0.001075
0.039216,0.549020,0.015274
0.039216,0.568627,-0.045516
0.039216,0.588235,-0.021621
0.039216,0.607843,-0.037201
0.039216,0.627451,0.053470
0.039216,0.647059,0.004866
0.039216,0.666667,0.039192
0.039216,0.686275,-0.020346
0.039216,0.705882,-0.024855
0.039216,0.725490,0.021449
0.039216,0.745098,0.031088
0.039216,0.764706,0.028598
0.039216,0.784314,-0.002879
0.039216,0.803922,-0.045282
0.039216,0.823529,0.011563
0.039216,0.843137,0.001800
0.039216,0.862745,0.031022
0.039216,0.882353,0.003144
0.039216,0.901961,-0.037209
0.039216,0.921569,-0.051378
0.039216,0.941176,0.018201
0.039216,0.960784,0.016618
0.039216,0.980392,0.023854
0.058824,0.019608,-0.014450
0.058824,0.039216,0.037714
0.058824,0.058824,-0.026581
0.058824,0.078431,0.037810
0.058824,0.098039,-0.012696
0.058824,0.117647,0.035652
0.058824,0.137255,0.008513
0.058824,0.156863,-0.029633
0.058824,0.176471,-0.040377
0.058824,0.196078,-0.019677
0.058824,0.215686,-0.008539
0.058824,0.235294,0.005101
0.058824,0.254902,0.045173
0.058824,0.274510,0.001822
0.058824,0.294118,0.000527
0.058824,0.313725,0.006821
0.058824,0.333333,0.021251
0.058824,0.352941,-0.002931
0.058824,0.372549,-0.066861
0.058824,0.392157,0.022941
0.058824,0.411765,0.021538
0.058824,0.431373,0.029575
0.058824,0.450980,0.002435
0.058824,0.470588,0.031980
0.058824,0.490196,0.018618
0.058824,0.509804,-0.019809
0.058824,0.529412,0.001242
0.058824,0.549020,0.031784
0.058824,0.568627,0.037304
0.058824,0.588235,0.010761
0.058824,0.607843,-0.023244
0.058824,0.627451,0.000974
0.058824,0.647059,-0.037362
0.058824,0.666667,0.010974
0.058824,0.686275,0.049252
0.058824,0.705882,0.019088
0.058824,0.725490,0.027139
0.058824,0.745098,0.003467
0.058824,0.764706,0.033073
0.058824,0.784314,0.021105
0.058824,0.803922,-0.009983
0.058824,0.823529,0.014118
0.058824,0.843137,0.041117
0.058824,0.862745,-0.012903
0.058824,0.882353,0.006298
0.058824,0.901961,0.023079
0.058824,0.921569,-0.000817
0.058824,0.941176,0.047551
0.058824,0.960784,0.030777
0.058824,0.980392,-0.005038
0.078431,0.019608,0.031864
0.078431,0.039216,-0.005277
0.078431,0.058824,-0.003336
0.078431,0.078431,0.030603
0.078431,0.098039,0.040074
0.078431,0.117647,0.031564
0.078431,0.137255,0.013623
0.078431,0.156863,-0.007436
0.078431,0.176471,-0.016848
0.078431,0.196078,-0.018339
0.078431,0.215686,0.014287
0.078431,0.235294,-0.002660
0.078431,0.254902,0.054654
0.078431,0.274510,0.001934
0.078431,0.294118,0.024437
0.078431,0.313725,0.022094
0.078431,0.333333,0.002557
0.078431,0.352941,0.028173
0.078431,0.372549,-0.039833
0.078431,0.392157,0.001210
0.078431,0.411765,0.014511
0.078431,0.431373,0.012771
0.078431,0.450980,0.020906
0.078431,0.470588,0.010910
0.078431,0.490196,-0.002725
0.078431,0.509804,0.045225
0.078431,0.529412,-0.009940
