i,j,x,y,p,w,q
9,29,0.196078,0.588235,0.599057,1.034602,0.334317
9,30,0.196078,0.607843,0.632603,1.035755,0.275849
9,31,0.196078,0.627451,0.671719,1.036909,0.219023
9,32,0.196078,0.647059,0.715811,1.038062,0.167343
9,33,0.196078,0.666667,0.764211,1.039216,0.123036
9,34,0.196078,0.686275,0.816186,1.040369,0.087047
9,35,0.196078,0.705882,0.870947,1.041522,0.059263
9,36,0.196078,0.725490,0.927664,1.042676,0.038825
9,37,0.196078,0.745098,0.985478,1.043829,0.024476
9,38,0.196078,0.764706,1.043512,1.044983,0.014849
9,39,0.196078,0.784314,1.100886,1.046136,0.008668
9,40,0.196078,0.803922,1.156731,1.047290,0.004869
9,41,0.196078,0.823529,1.210200,1.048443,0.002632
9,42,0.196078,0.843137,1.260483,1.049596,0.001369
9,43,0.196078,0.862745,1.306817,1.050750,0.000685
9,44,0.196078,0.882353,1.348500,1.051903,0.000330
9,45,0.196078,0.901961,1.384900,1.053057,0.000153
9,46,0.196078,0.921569,1.415465,1.054210,0.000068
9,47,0.196078,0.941176,1.439733,1.055363,0.000029
9,48,0.196078,0.960784,1.457334,1.056517,0.000012
9,49,0.196078,0.980392,1.468003,1.057670,0.000005
10,0,0.215686,0.019608,1.484722,1.001269,0.000009
10,1,0.215686,0.039216,1.473672,1.002537,0.000022
10,2,0.215686,0.058824,1.455442,1.003806,0.000052
10,3,0.215686,0.078431,1.430308,1.005075,0.000121
10,4,0.215686,0.098039,1.398650,1.006344,0.000272
10,5,0.215686,0.117647,1.360950,1.007612,0.000588
10,6,0.215686,0.137255,1.317778,1.008881,0.001220
10,7,0.215686,0.156863,1.269788,1.010150,0.002437
10,8,0.215686,0.176471,1.217709,1.011419,0.004686
10,9,0.215686,0.196078,1.162330,1.012687,0.008668
10,10,0.215686,0.215686,1.104490,1.013956,0.015431
10,11,0.215686,0.235294,1.045066,1.015225,0.026433
10,12,0.215686,0.254902,0.984959,1.016494,0.043572
10,13,0.215686,0.274510,0.925080,1.017762,0.069115
10,14,0.215686,0.294118,0.866336,1.019031,0.105497
10,15,0.215686,0.313725,0.809619,1.020300,0.154958
10,16,0.215686,0.333333,0.755788,1.021569,0.219023
10,17,0.215686,0.352941,0.705659,1.022837,0.297897
10,18,0.215686,0.372549,0.659991,1.024106,0.389894
10,19,0.215686,0.392157,0.619478,1.025375,0.491055
10,20,0.215686,0.411765,0.584733,1.026644,0.595136
10,21,0.215686,0.431373,0.556284,1.027912,0.694073
10,22,0.215686,0.450980,0.534560,1.029181,0.778927
10,23,0.215686,0.470588,0.519892,1.030450,0.841184
10,24,0.215686,0.490196,0.512502,1.031719,0.874155
10,25,0.215686,0.509804,0.512502,1.032987,0.874155
10,26,0.215686,0.529412,0.519892,1.034256,0.841184
10,27,0.215686,0.549020,0.534560,1.035525,0.778927
10,28,0.215686,0.568627,0.556284,1.036794,0.694073
10,29,0.215686,0.588235,0.584733,1.038062,0.595136
10,30,0.215686,0.607843,0.619478,1.039331,0.491055
10,31,0.215686,0.627451,0.659991,1.040600,0.389894
10,32,0.215686,0.647059,0.705659,1.041869,0.297897
10,33,0.215686,0.666667,0.755788,1.043137,0.219023
10,34,0.215686,0.686275,0.809619,1.044406,0.154958
10,35,0.215686,0.705882,0.866336,1.045675,0.105497
10,36,0.215686,0.725490,0.925080,1.046943,0.069115
10,37,0.215686,0.745098,0.984959,1.048212,0.043572
10,38,0.215686,0.764706,1.045066,1.049481,0.026433
10,39,0.215686,0.784314,1.104490,1.050750,0.015431
10,40,0.215686,0.803922,1.162330,1.052018,0.008668
10,41,0.215686,0.823529,1.217709,1.053287,0.004686
10,42,0.215686,0.843137,1.269788,1.054556,0.002437
10,43,0.215686,0.862745,1.317778,1.055825,0.001220
10,44,0.215686,0.882353,1.360950,1.057093,0.000588
10,45,0.215686,0.901961,1.398650,1.058362,0.000272
10,46,0.215686,0.921569,1.430308,1.059631,0.000121
10,47,0.215686,0.941176,1.455442,1.060900,0.000052
10,48,0.215686,0.960784,1.473672,1.062168,0.000022
10,49,0.215686,0.980392,1.484722,1.063437,0.000009
11,0,0.235294,0.019608,1.494094,1.001384,0.000015
11,1,0.235294,0.039216,1.482830,1.002768,0.000037
11,2,0.235294,0.058824,1.464247,1.004152,0.000089
11,3,0.235294,0.078431,1.438627,1.005536,0.000208
11,4,0.235294,0.098039,1.406358,1.006920,0.000467
11,5,0.235294,0.117647,1.367928,1.008304,0.001007
11,6,0.235294,0.137255,1.323921,1.009689,0.002090
11,7,0.235294,0.156863,1.275004,1.011073,0.004175
11,8,0.235294,0.176471,1.221918,1.012457,0.008027
11,9,0.235294,0.196078,1.165469,1.013841,0.014849
11,10,0.235294,0.215686,1.106510,1.015225,0.026433
11,11,0.235294,0.235294,1.045937,1.016609,0.045280
11,12,0.235294,0.254902,0.984668,1.017993,0.074639
11,13,0.235294,0.274510,0.923631,1.019377,0.118395
11,14,0.235294,0.294118,0.863752,1.020761,0.180719
11,15,0.235294,0.313725,0.805938,1.022145,0.265445
11,16,0.235294,0.333333,0.751066,1.023529,0.375189
11,17,0.235294,0.352941,0.699968,1.024913,0.510302
11,18,0.235294,0.372549,0.653418,1.026298,0.667895
11,19,0.235294,0.392157,0.612121,1.027682,0.841184
11,20,0.235294,0.411765,0.576705,1.029066,1.019477
11,21,0.235294,0.431373,0.547705,1.030450,1.188957
11,22,0.235294,0.450980,0.525562,1.031834,1.334313
11,23,0.235294,0.470588,0.510610,1.033218,1.440961
11,24,0.235294,0.490196,0.503077,1.034602,1.497440
11,25,0.235294,0.509804,0.503077,1.035986,1.497440
11,26,0.235294,0.529412,0.510610,1.037370,1.440961
11,27,0.235294,0.549020,0.525562,1.038754,1.334313
11,28,0.235294,0.568627,0.547705,1.040138,1.188957
11,29,0.235294,0.588235,0.576705,1.041522,1.019477
11,30,0.235294,0.607843,0.612121,1.042907,0.841184
11,31,0.235294,0.627451,0.653418,1.044291,0.667895
11,32,0.235294,0.647059,0.699968,1.045675,0.510302
11,33,0.235294,0.666667,0.751066,1.047059,0.375189
11,34,0.235294,0.686275,0.805938,1.048443,0.265445
11,35,0.235294,0.705882,0.863752,1.049827,0.180719
11,36,0.235294,0.725490,0.923631,1.051211,0.118395
11,37,0.235294,0.745098,0.984668,1.052595,0.074639
11,38,0.235294,0.764706,1.045937,1.053979,0.045280
11,39,0.235294,0.784314,1.106510,1.055363,0.026433
11,40,0.235294,0.803922,1.165469,1.056747,0.014849
11,41,0.235294,0.823529,1.221918,1.058131,0.008027
11,42,0.235294,0.843137,1.275004,1.059516,0.004175
11,43,0.235294,0.862745,1.323921,1.060900,0.002090
11,44,0.235294,0.882353,1.367928,1.062284,0.001007
11,45,0.235294,0.901961,1.406358,1.063668,0.000467
11,46,0.235294,0.921569,1.438627,1.065052,0.000208
11,47,0.235294,0.941176,1.464247,1.066436,0.000089
11,48,0.235294,0.960784,1.482830,1.067820,0.000037
11,49,0.235294,0.980392,1.494094,1.069204,0.000015
12,0,0.254902,0.019608,1.495975,1.001499,0.000024
12,1,0.254902,0.039216,1.484668,1.002999,0.000061
12,2,0.254902,0.058824,1.466015,1.004498,0.000147
12,3,0.254902,0.078431,1.440297,1.005998,0.000343
12,4,0.254902,0.098039,1.407905,1.007497,0.000769
12,5,0.254902,0.117647,1.369329,1.008997,0.001659
12,6,0.254902,0.137255,1.325155,1.010496,0.003445
12,7,0.254902,0.156863,1.276051,1.011995,0.006882
12,8,0.254902,0.176471,1.222763,1.013495,0.013231
12,9,0.254902,0.196078,1.166099,1.014994,0.024476
12,10,0.254902,0.215686,1.106916,1.016494,0.043572
12,11,0.254902,0.235294,1.046112,1.017993,0.074639
12,12,0.254902,0.254902,0.984610,1.019493,0.123036
12,13,0.254902,0.274510,0.923341,1.020992,0.195163
12,14,0.254902,0.294118,0.863233,1.022491,0.297897
12,15,0.254902,0.313725,0.805199,1.023991,0.437561
12,16,0.254902,0.333333,0.750119,1.025490,0.618463
12,17,0.254902,0.352941,0.698826,1.026990,0.841184
12,18,0.254902,0.372549,0.652098,1.028489,1.100960
12,19,0.254902,0.392157,0.610644,1.029988,1.386612
12,20,0.254902,0.411765,0.575093,1.031488,1.680510
12,21,0.254902,0.431373,0.545983,1.032987,1.959882
12,22,0.254902,0.450980,0.523755,1.034487,2.199488
12,23,0.254902,0.470588,0.508747,1.035986,2.375286
12,24,0.254902,0.490196,0.501185,1.037486,2.468387
12,25,0.254902,0.509804,0.501185,1.038985,2.468387
12,26,0.254902,0.529412,0.508747,1.040484,2.375286
12,27,0.254902,0.549020,0.523755,1.041984,2.199488
12,28,0.254902,0.568627,0.545983,1.043483,1.959882
12,29,0.254902,0.588235,0.575093,1.044983,1.680510
12,30,0.254902,0.607843,0.610644,1.046482,1.386612
12,31,0.254902,0.627451,0.652098,1.047982,1.100960
12,32,0.254902,0.647059,0.698826,1.049481,0.841184
12,33,0.254902,0.666667,0.750119,1.050980,0.618463
12,34,0.254902,0.686275,0.805199,1.052480,0.437561
12,35,0.254902,0.705882,0.863233,1.053979,0.297897
12,36,0.254902,0.725490,0.923341,1.055479,0.195163
12,37,0.254902,0.745098,0.984610,1.056978,0.123036
12,38,0.254902,0.764706,1.046112,1.058478,0.074639
12,39,0.254902,0.784314,1.106916,1.059977,0.043572
12,40,0.254902,0.803922,1.166099,1.061476,0.024476
12,41,0.254902,0.823529,1.222763,1.062976,0.013231
12,42,0.254902,0.843137,1.276051,1.064475,0.006882
12,43,0.254902,0.862745,1.325155,1.065975,0.003445
12,44,0.254902,0.882353,1.369329,1.067474,0.001659
12,45,0.254902,0.901961,1.407905,1.068973,0.000769
12,46,0.254902,0.921569,1.440297,1.070473,0.000343
12,47,0.254902,0.941176,1.466015,1.071972,0.000147
12,48,0.254902,0.960784,1.484668,1.073472,0.000061
12,49,0.254902,0.980392,1.495975,1.074971,0.000024
13,0,0.274510,0.019608,1.490338,1.001615,0.000038
13,1,0.274510,0.039216,1.479160,1.003230,0.000096
13,2,0.274510,0.058824,1.460718,1.004844,0.000234
13,3,0.274510,0.078431,1.435293,1.006459,0.000544
13,4,0.274510,0.098039,1.403269,1.008074,0.001220
13,5,0.274510,0.117647,1.365132,1.009689,0.002632
13,6,0.274510,0.137255,1.321459,1.011303,0.005465
13,7,0.274510,0.156863,1.272914,1.012918,0.010917
13,8,0.274510,0.176471,1.220232,1.014533,0.020987
13,9,0.274510,0.196078,1.164211,1.016148,0.038825
13,10,0.274510,0.215686,1.105701,1.017762,0.069115
13,11,0.274510,0.235294,1.045588,1.019377,0.118395
13,12,0.274510,0.254902,0.984785,1.020992,0.195163
13,13,0.274510,0.274510,0.924212,1.022607,0.309573
13,14,0.274510,0.294118,0.864788,1.024221,0.472534
13,15,0.274510,0.313725,0.807414,1.025836,0.694073
13,16,0.274510,0.333333,0.752959,1.027451,0.981025
13,17,0.274510,0.352941,0.702249,1.029066,1.334313
13,18,0.274510,0.372549,0.656052,1.030681,1.746378
13,19,0.274510,0.392157,0.615070,1.032295,2.199488
13,20,0.274510,0.411765,0.579922,1.033910,2.665677
13,21,0.274510,0.431373,0.551143,1.035525,3.108826
13,22,0.274510,0.450980,0.529168,1.037140,3.488896
13,23,0.274510,0.470588,0.514330,1.038754,3.767754
13,24,0.274510,0.490196,0.506854,1.040369,3.915432
13,25,0.274510,0.509804,0.506854,1.041984,3.915432
13,26,0.274510,0.529412,0.514330,1.043599,3.767754
13,27,0.274510,0.549020,0.529168,1.045213,3.488896
13,28,0.274510,0.568627,0.551143,1.046828,3.108826
13,29,0.274510,0.588235,0.579922,1.048443,2.665677
13,30,0.274510,0.607843,0.615070,1.050058,2.199488
13,31,0.274510,0.627451,0.656052,1.051672,1.746378
13,32,0.274510,0.647059,0.702249,1.053287,1.334313
13,33,0.274510,0.666667,0.752959,1.054902,0.981025
13,34,0.274510,0.686275,0.807414,1.056517,0.694073
13,35,0.274510,0.705882,0.864788,1.058131,0.472534
13,36,0.274510,0.725490,0.924212,1.059746,0.309573
13,37,0.274510,0.745098,0.984785,1.061361,0.195163
13,38,0.274510,0.764706,1.045588,1.062976,0.118395
13,39,0.274510,0.784314,1.105701,1.064591,0.069115
13,40,0.274510,0.803922,1.164211,1.066205,0.038825
13,41,0.274510,0.823529,1.220232,1.067820,0.020987
13,42,0.274510,0.843137,1.272914,1.069435,0.010917
13,43,0.274510,0.862745,1.321459,1.071050,0.005465
13,44,0.274510,0.882353,1.365132,1.072664,0.002632
13,45,0.274510,0.901961,1.403269,1.074279,0.001220
13,46,0.274510,0.921569,1.435293,1.075894,0.000544
13,47,0.274510,0.941176,1.460718,1.077509,0.000234
13,48,0.274510,0.960784,1.479160,1.079123,0.000096
13,49,0.274510,0.980392,1.490338,1.080738,0.000038
14,0,0.294118,0.019608,1.477268,1.001730,0.000059
14,1,0.294118,0.039216,1.466388,1.003460,0.000147
14,2,0.294118,0.058824,1.448438,1.005190,0.000356
14,3,0.294118,0.078431,1.423690,1.006920,0.000831
14,4,0.294118,0.098039,1.392520,1.008651,0.001862
14,5,0.294118,0.117647,1.355399,1.010381,0.004018
14,6,0.294118,0.137255,1.312891,1.012111,0.008341
14,7,0.294118,0.156863,1.265639,1.013841,0.016664
14,8,0.294118,0.176471,1.214361,1.015571,0.032035
14,9,0.294118,0.196078,1.159834,1.017301,0.059263
14,10,0.294118,0.215686,1.102883,1.019031,0.105497
14,11,0.294118,0.235294,1.044373,1.020761,0.180719
14,12,0.294118,0.254902,0.985190,1.022491,0.297897
14,13,0.294118,0.274510,0.926232,1.024221,0.472534
14,14,0.294118,0.294118,0.868392,1.025952,0.721278
14,15,0.294118,0.313725,0.812547,1.027682,1.059435
14,16,0.294118,0.333333,0.759544,1.029412,1.497440
14,17,0.294118,0.352941,0.710185,1.031142,2.036700
14,18,0.294118,0.372549,0.665220,1.032872,2.665677
14,19,0.294118,0.392157,0.625330,1.034602,3.357306
14,20,0.294118,0.411765,0.591120,1.036332,4.068899
14,21,0.294118,0.431373,0.563107,1.038062,4.745323
14,22,0.294118,0.450980,0.541718,1.039792,5.325463
14,23,0.294118,0.470588,0.527276,1.041522,5.751112
14,24,0.294118,0.490196,0.519999,1.043253,5.976529
14,25,0.294118,0.509804,0.519999,1.044983,5.976529
14,26,0.294118,0.529412,0.527276,1.046713,5.751112
14,27,0.294118,0.549020,0.541718,1.048443,5.325463
14,28,0.294118,0.568627,0.563107,1.050173,4.745323
14,29,0.294118,0.588235,0.591120,1.051903,4.068899
14,30,0.294118,0.607843,0.625330,1.053633,3.357306
14,31,0.294118,0.627451,0.665220,1.055363,2.665677
14,32,0.294118,0.647059,0.710185,1.057093,2.036700
14,33,0.294118,0.666667,0.759544,1.058824,1.497440
14,34,0.294118,0.686275,0.812547,1.060554,1.059435
14,35,0.294118,0.705882,0.868392,1.062284,0.721278
14,36,0.294118,0.725490,0.926232,1.064014,0.472534
14,37,0.294118,0.745098,0.985190,1.065744,0.297897
14,38,0.294118,0.764706,1.044373,1.067474,0.180719
14,39,0.294118,0.784314,1.102883,1.069204,0.105497
14,40,0.294118,0.803922,1.159834,1.070934,0.059263
14,41,0.294118,0.823529,1.214361,1.072664,0.032035
14,42,0.294118,0.843137,1.265639,1.074394,0.016664
14,43,0.294118,0.862745,1.312891,1.076125,0.008341
14,44,0.294118,0.882353,1.355399,1.077855,0.004018
14,45,0.294118,0.901961,1.392520,1.079585,0.001862
14,46,0.294118,0.921569,1.423690,1.081315,0.000831
14,47,0.294118,0.941176,1.448438,1.083045,0.000356
14,48,0.294118,0.960784,1.466388,1.084775,0.000147
14,49,0.294118,0.980392,1.477268,1.086505,0.000059
15,0,0.313725,0.019608,1.456963,1.001845,0.000086
15,1,0.313725,0.039216,1.446546,1.003691,0.000216
15,2,0.313725,0.058824,1.429359,1.005536,0.000524
15,3,0.313725,0.078431,1.405664,1.007382,0.001220
15,4,0.313725,0.098039,1.375820,1.009227,0.002735
15,5,0.313725,0.117647,1.340279,1.011073,0.005901
15,6,0.313725,0.137255,1.299579,1.012918,0.012252
15,7,0.313725,0.156863,1.254338,1.014764,0.024476
15,8,0.313725,0.176471,1.205241,1.016609,0.047054
15,9,0.313725,0.196078,1.153034,1.018454,0.087047
15,10,0.313725,0.215686,1.098506,1.020300,0.154958
15,11,0.313725,0.235294,1.042485,1.022145,0.265445
15,12,0.313725,0.254902,0.985820,1.023991,0.437561
15,13,0.313725,0.274510,0.929370,1.025836,0.694073
15,14,0.313725,0.294118,0.873991,1.027682,1.059435
15,15,0.313725,0.313725,0.820522,1.029527,1.556133
15,16,0.313725,0.333333,0.769774,1.031373,2.199488
15,17,0.313725,0.352941,0.722515,1.033218,2.991570
15,18,0.313725,0.372549,0.679463,1.035063,3.915432
15,19,0.313725,0.392157,0.641270,1.036909,4.931318
15,20,0.313725,0.411765,0.608515,1.038754,5.976529
15,21,0.313725,0.431373,0.581695,1.040600,6.970082
15,22,0.313725,0.450980,0.561215,1.042445,7.822211
15,23,0.313725,0.470588,0.547387,1.044291,8.447417
15,24,0.313725,0.490196,0.540421,1.046136,8.778517
15,25,0.313725,0.509804,0.540421,1.047982,8.778517
15,26,0.313725,0.529412,0.547387,1.049827,8.447417
15,27,0.313725,0.549020,0.561215,1.051672,7.822211
15,28,0.313725,0.568627,0.581695,1.053518,6.970082
15,29,0.313725,0.588235,0.608515,1.055363,5.976529
15,30,0.313725,0.607843,0.641270,1.057209,4.931318
15,31,0.313725,0.627451,0.679463,1.059054,3.915432
15,32,0.313725,0.647059,0.722515,1.060900,2.991570
15,33,0.313725,0.666667,0.769774,1.062745,2.199488
15,34,0.313725,0.686275,0.820522,1.064591,1.556133
15,35,0.313725,0.705882,0.873991,1.066436,1.059435
15,36,0.313725,0.725490,0.929370,1.068281,0.694073
15,37,0.313725,0.745098,0.985820,1.070127,0.437561
15,38,0.313725,0.764706,1.042485,1.071972,0.265445
15,39,0.313725,0.784314,1.098506,1.073818,0.154958
15,40,0.313725,0.803922,1.153034,1.075663,0.087047
15,41,0.313725,0.823529,1.205241,1.077509,0.047054
15,42,0.313725,0.843137,1.254338,1.079354,0.024476
15,43,0.313725,0.862745,1.299579,1.081200,0.012252
15,44,0.313725,0.882353,1.340279,1.083045,0.005901
15,45,0.313725,0.901961,1.375820,1.084890,0.002735
15,46,0.313725,0.921569,1.405664,1.086736,0.001220
15,47,0.313725,0.941176,1.429359,1.088581,0.000524
15,48,0.313725,0.960784,1.446546,1.090427,0.000216
15,49,0.313725,0.980392,1.456963,1.092272,0.000086
16,0,0.333333,0.019608,1.429731,1.001961,0.000121
16,1,0.333333,0.039216,1.419934,1.003922,0.000306
16,2,0.333333,0.058824,1.403772,1.005882,0.000740
16,3,0.333333,0.078431,1.381489,1.007843,0.001724
16,4,0.333333,0.098039,1.353424,1.009804,0.003866
16,5,0.333333,0.117647,1.320000,1.011765,0.008341
16,6,0.333333,0.137255,1.281726,1.013725,0.017317
16,7,0.333333,0.156863,1.239181,1.015686,0.034596
16,8,0.333333,0.176471,1.193010,1.017647,0.066508
16,9,0.333333,0.196078,1.143914,1.019608,0.123036
16,10,0.333333,0.215686,1.092636,1.021569,0.219023
16,11,0.333333,0.235294,1.039953,1.023529,0.375189
16,12,0.333333,0.254902,0.986665,1.025490,0.618463
16,13,0.333333,0.274510,0.933579,1.027451,0.981025
16,14,0.333333,0.294118,0.881500,1.029412,1.497440
16,15,0.333333,0.313725,0.831218,1.031373,2.199488
16,16,0.333333,0.333333,0.783494,1.033333,3.108826
16,17,0.333333,0.352941,0.739052,1.035294,4.228381
16,18,0.333333,0.372549,0.698565,1.037255,5.534197
16,19,0.333333,0.392157,0.662648,1.039216,6.970082
16,20,0.333333,0.411765,0.631845,1.041176,8.447417
16,21,0.333333,0.431373,0.606623,1.043137,9.851737
16,22,0.333333,0.450980,0.587364,1.045098,11.056163
16,23,0.333333,0.470588,0.574360,1.047059,11.939850
16,24,0.333333,0.490196,0.567809,1.049020,12.407837
16,25,0.333333,0.509804,0.567809,1.050980,12.407837
16,26,0.333333,0.529412,0.574360,1.052941,11.939850
16,27,0.333333,0.549020,0.587364,1.054902,11.056163
16,28,0.333333,0.568627,0.606623,1.056863,9.851737
16,29,0.333333,0.588235,0.631845,1.058824,8.447417
16,30,0.333333,0.607843,0.662648,1.060784,6.970082
16,31,0.333333,0.627451,0.698565,1.062745,5.534197
16,32,0.333333,0.647059,0.739052,1.064706,4.228381
16,33,0.333333,0.666667,0.783494,1.066667,3.108826
16,34,0.333333,0.686275,0.831218,1.068627,2.199488
16,35,0.333333,0.705882,0.881500,1.070588,1.497440
16,36,0.333333,0.725490,0.933579,1.072549,0.981025
16,37,0.333333,0.745098,0.986665,1.074510,0.618463
16,38,0.333333,0.764706,1.039953,1.076471,0.375189
16,39,0.333333,0.784314,1.092636,1.078431,0.219023
16,40,0.333333,0.803922,1.143914,1.080392,0.123036
16,41,0.333333,0.823529,1.193010,1.082353,0.066508
16,42,0.333333,0.843137,1.239181,1.084314,0.034596
16,43,0.333333,0.862745,1.281726,1.086275,0.017317
16,44,0.333333,0.882353,1.320000,1.088235,0.008341
16,45,0.333333,0.901961,1.353424,1.090196,0.003866
16,46,0.333333,0.921569,1.381489,1.092157,0.001724
16,47,0.333333,0.941176,1.403772,1.094118,0.000740
16,48,0.333333,0.960784,1.419934,1.096078,0.000306
16,49,0.333333,0.980392,1.429731,1.098039,0.000121
17,0,0.352941,0.019608,1.395984,1.002076,0.000165
17,1,0.352941,0.039216,1.386957,1.004152,0.000416
17,2,0.352941,0.058824,1.372064,1.006228,0.001007
17,3,0.352941,0.078431,1.351531,1.008304,0.002345
17,4,0.352941,0.098039,1.325670,1.010381,0.005258
17,5,0.352941,0.117647,1.294871,1.012457,0.011345
17,6,0.352941,0.137255,1.259602,1.014533,0.023553
17,7,0.352941,0.156863,1.220398,1.016609,0.047054
17,8,0.352941,0.176471,1.177853,1.018685,0.090459
17,9,0.352941,0.196078,1.132612,1.020761,0.167343
17,10,0.352941,0.215686,1.085361,1.022837,0.297897
17,11,0.352941,0.235294,1.036816,1.024913,0.510302
17,12,0.352941,0.254902,0.987713,1.026990,0.841184
17,13,0.352941,0.274510,0.938795,1.029066,1.334313
17,14,0.352941,0.294118,0.890806,1.031142,2.036700
17,15,0.352941,0.313725,0.844472,1.033218,2.991570
17,16,0.352941,0.333333,0.800496,1.035294,4.228381
17,17,0.352941,0.352941,0.759544,1.037370,5.751112
17,18,0.352941,0.372549,0.722237,1.039446,7.527180
17,19,0.352941,0.392157,0.689140,1.041522,9.480158
17,20,0.352941,0.411765,0.660756,1.043599,11.489514
17,21,0.352941,0.431373,0.637515,1.045675,13.399559
17,22,0.352941,0.450980,0.619768,1.047751,15.037725
17,23,0.352941,0.470588,0.607785,1.049827,16.239646
17,24,0.352941,0.490196,0.601748,1.051903,16.876165
17,25,0.352941,0.509804,0.601748,1.053979,16.876165
17,26,0.352941,0.529412,0.607785,1.056055,16.239646
17,27,0.352941,0.549020,0.619768,1.058131,15.037725
17,28,0.352941,0.568627,0.637515,1.060208,13.399559
17,29,0.352941,0.588235,0.660756,1.062284,11.489514
17,30,0.352941,0.607843,0.689140,1.064360,9.480158
17,31,0.352941,0.627451,0.722237,1.066436,7.527180
17,32,0.352941,0.647059,0.759544,1.068512,5.751112
17,33,0.352941,0.666667,0.800496,1.070588,4.228381
17,34,0.352941,0.686275,0.844472,1.072664,2.991570
17,35,0.352941,0.705882,0.890806,1.074740,2.036700
17,36,0.352941,0.725490,0.938795,1.076817,1.334313
17,37,0.352941,0.745098,0.987713,1.078893,0.841184
17,38,0.352941,0.764706,1.036816,1.080969,0.510302
17,39,0.352941,0.784314,1.085361,1.083045,0.297897
17,40,0.352941,0.803922,1.132612,1.085121,0.167343
17,41,0.352941,0.823529,1.177853,1.087197,0.090459
17,42,0.352941,0.843137,1.220398,1.089273,0.047054
17,43,0.352941,0.862745,1.259602,1.091349,0.023553
17,44,0.352941,0.882353,1.294871,1.093426,0.011345
17,45,0.352941,0.901961,1.325670,1.095502,0.005258
17,46,0.352941,0.921569,1.351531,1.097578,0.002345
17,47,0.352941,0.941176,1.372064,1.099654,0.001007
17,48,0.352941,0.960784,1.386957,1.101730,0.000416
17,49,0.352941,0.980392,1.395984,1.103806,0.000165
18,0,0.372549,0.019608,1.356235,1.002191,0.000216
18,1,0.372549,0.039216,1.348114,1.004383,0.000544
18,2,0.372549,0.058824,1.334716,1.006574,0.001318
18,3,0.372549,0.078431,1.316245,1.008766,0.003070
18,4,0.372549,0.098039,1.292979,1.010957,0.006882
18,5,0.372549,0.117647,1.265272,1.013149,0.014849
18,6,0.372549,0.137255,1.233543,1.015340,0.030827
18,7,0.372549,0.156863,1.198275,1.017532,0.061586
18,8,0.372549,0.176471,1.160000,1.019723,0.118395
18,9,0.372549,0.196078,1.119301,1.021915,0.219023
18,10,0.372549,0.215686,1.076793,1.024106,0.389894
18,11,0.372549,0.235294,1.033120,1.026298,0.667895
18,12,0.372549,0.254902,0.988946,1.028489,1.100960
18,13,0.372549,0.274510,0.944939,1.030681,1.746378
18,14,0.372549,0.294118,0.901767,1.032872,2.665677
18,15,0.372549,0.313725,0.860084,1.035063,3.915432
18,16,0.372549,0.333333,0.820522,1.037255,5.534197
18,17,0.372549,0.352941,0.783681,1.039446,7.527180
18,18,0.372549,0.372549,0.750119,1.041638,9.851737
18,19,0.372549,0.392157,0.720344,1.043829,12.407837
18,20,0.372549,0.411765,0.694809,1.046021,15.037725
18,21,0.372549,0.431373,0.673901,1.048212,17.537633
18,22,0.372549,0.450980,0.657936,1.050404,19.681700
18,23,0.372549,0.470588,0.647156,1.052595,21.254801
18,24,0.372549,0.490196,0.641725,1.054787,22.087891
18,25,0.372549,0.509804,0.641725,1.056978,22.087891
18,26,0.372549,0.529412,0.647156,1.059170,21.254801
18,27,0.372549,0.549020,0.657936,1.061361,19.681700
18,28,0.372549,0.568627,0.673901,1.063552,17.537633
18,29,0.372549,0.588235,0.694809,1.065744,15.037725
18,30,0.372549,0.607843,0.720344,1.067935,12.407837
18,31,0.372549,0.627451,0.750119,1.070127,9.851737
18,32,0.372549,0.647059,0.783681,1.072318,7.527180
18,33,0.372549,0.666667,0.820522,1.074510,5.534197
18,34,0.372549,0.686275,0.860084,1.076701,3.915432
18,35,0.372549,0.705882,0.901767,1.078893,2.665677
18,36,0.372549,0.725490,0.944939,1.081084,1.746378
18,37,0.372549,0.745098,0.988946,1.083276,1.100960
18,38,0.372549,0.764706,1.033120,1.085467,0.667895
18,39,0.372549,0.784314,1.076793,1.087659,0.389894
18,40,0.372549,0.803922,1.119301,1.089850,0.219023
18,41,0.372549,0.823529,1.160000,1.092042,0.118395
18,42,0.372549,0.843137,1.198275,1.094233,0.061586
18,43,0.372549,0.862745,1.233543,1.096424,0.030827
18,44,0.372549,0.882353,1.265272,1.098616,0.014849
18,45,0.372549,0.901961,1.292979,1.100807,0.006882
18,46,0.372549,0.921569,1.316245,1.102999,0.003070
18,47,0.372549,0.941176,1.334716,1.105190,0.001318
18,48,0.372549,0.960784,1.348114,1.107382,0.000544
18,49,0.372549,0.980392,1.356235,1.109573,0.000216
19,0,0.392157,0.019608,1.311086,1.002307,0.000272
19,1,0.392157,0.039216,1.303994,1.004614,0.000685
19,2,0.392157,0.058824,1.292295,1.006920,0.001659
19,3,0.392157,0.078431,1.276164,1.009227,0.003866
19,4,0.392157,0.098039,1.255847,1.011534,0.008668
19,5,0.392157,0.117647,1.231651,1.013841,0.018701
19,6,0.392157,0.137255,1.203944,1.016148,0.038825
19,7,0.392157,0.156863,1.173145,1.018454,0.077565
19,8,0.392157,0.176471,1.139722,1.020761,0.149113
19,9,0.392157,0.196078,1.104181,1.023068,0.275849
19,10,0.392157,0.215686,1.067060,1.025375,0.491055
