i,j,x,y,p,w,q
19,11,0.392157,0.235294,1.028923,1.027682,0.841184
19,12,0.392157,0.254902,0.990347,1.029988,1.386612
19,13,0.392157,0.274510,0.951918,1.032295,2.199488
19,14,0.392157,0.294118,0.914217,1.034602,3.357306
19,15,0.392157,0.313725,0.877817,1.036909,4.931318
19,16,0.392157,0.333333,0.843269,1.039216,6.970082
19,17,0.392157,0.352941,0.811097,1.041522,9.480158
19,18,0.392157,0.372549,0.781789,1.043829,12.407837
19,19,0.392157,0.392157,0.755788,1.046136,15.627134
19,20,0.392157,0.411765,0.733489,1.048443,18.939365
19,21,0.392157,0.431373,0.715231,1.050750,22.087891
19,22,0.392157,0.450980,0.701289,1.053057,24.788251
19,23,0.392157,0.470588,0.691875,1.055363,26.769503
19,24,0.392157,0.490196,0.687133,1.057670,27.818744
19,25,0.392157,0.509804,0.687133,1.059977,27.818744
19,26,0.392157,0.529412,0.691875,1.062284,26.769503
19,27,0.392157,0.549020,0.701289,1.064591,24.788251
19,28,0.392157,0.568627,0.715231,1.066897,22.087891
19,29,0.392157,0.588235,0.733489,1.069204,18.939365
19,30,0.392157,0.607843,0.755788,1.071511,15.627134
19,31,0.392157,0.627451,0.781789,1.073818,12.407837
19,32,0.392157,0.647059,0.811097,1.076125,9.480158
19,33,0.392157,0.666667,0.843269,1.078431,6.970082
19,34,0.392157,0.686275,0.877817,1.080738,4.931318
19,35,0.392157,0.705882,0.914217,1.083045,3.357306
19,36,0.392157,0.725490,0.951918,1.085352,2.199488
19,37,0.392157,0.745098,0.990347,1.087659,1.386612
19,38,0.392157,0.764706,1.028923,1.089965,0.841184
19,39,0.392157,0.784314,1.067060,1.092272,0.491055
19,40,0.392157,0.803922,1.104181,1.094579,0.275849
19,41,0.392157,0.823529,1.139722,1.096886,0.149113
19,42,0.392157,0.843137,1.173145,1.099193,0.077565
19,43,0.392157,0.862745,1.203944,1.101499,0.038825
19,44,0.392157,0.882353,1.231651,1.103806,0.018701
19,45,0.392157,0.901961,1.255847,1.106113,0.008668
19,46,0.392157,0.921569,1.276164,1.108420,0.003866
19,47,0.392157,0.941176,1.292295,1.110727,0.001659
19,48,0.392157,0.960784,1.303994,1.113033,0.000685
19,49,0.392157,0.980392,1.311086,1.115340,0.000272
20,0,0.411765,0.019608,1.261221,1.002422,0.000330
20,1,0.411765,0.039216,1.255266,1.004844,0.000831
20,2,0.411765,0.058824,1.245442,1.007266,0.002011
20,3,0.411765,0.078431,1.231897,1.009689,0.004686
20,4,0.411765,0.098039,1.214836,1.012111,0.010505
20,5,0.411765,0.117647,1.194519,1.014533,0.022665
20,6,0.411765,0.137255,1.171253,1.016955,0.047054
20,7,0.411765,0.156863,1.145391,1.019377,0.094005
20,8,0.411765,0.176471,1.117326,1.021799,0.180719
20,9,0.411765,0.196078,1.087481,1.024221,0.334317
20,10,0.411765,0.215686,1.056311,1.026644,0.595136
20,11,0.411765,0.235294,1.024287,1.029066,1.019477
20,12,0.411765,0.254902,0.991894,1.031488,1.680510
20,13,0.411765,0.274510,0.959625,1.033910,2.665677
20,14,0.411765,0.294118,0.927968,1.036332,4.068899
20,15,0.411765,0.313725,0.897402,1.038754,5.976529
20,16,0.411765,0.333333,0.868392,1.041176,8.447417
20,17,0.411765,0.352941,0.841377,1.043599,11.489514
20,18,0.411765,0.372549,0.816766,1.046021,15.037725
20,19,0.411765,0.392157,0.794933,1.048443,18.939365
20,20,0.411765,0.411765,0.776209,1.050865,22.953635
20,21,0.411765,0.431373,0.760877,1.053287,26.769503
20,22,0.411765,0.450980,0.749170,1.055709,30.042215
20,23,0.411765,0.470588,0.741266,1.058131,32.443401
20,24,0.411765,0.490196,0.737283,1.060554,33.715032
20,25,0.411765,0.509804,0.737283,1.062976,33.715032
20,26,0.411765,0.529412,0.741266,1.065398,32.443401
20,27,0.411765,0.549020,0.749170,1.067820,30.042215
20,28,0.411765,0.568627,0.760877,1.070242,26.769503
20,29,0.411765,0.588235,0.776209,1.072664,22.953635
20,30,0.411765,0.607843,0.794933,1.075087,18.939365
20,31,0.411765,0.627451,0.816766,1.077509,15.037725
20,32,0.411765,0.647059,0.841377,1.079931,11.489514
20,33,0.411765,0.666667,0.868392,1.082353,8.447417
20,34,0.411765,0.686275,0.897402,1.084775,5.976529
20,35,0.411765,0.705882,0.927968,1.087197,4.068899
20,36,0.411765,0.725490,0.959625,1.089619,2.665677
20,37,0.411765,0.745098,0.991894,1.092042,1.680510
20,38,0.411765,0.764706,1.024287,1.094464,1.019477
20,39,0.411765,0.784314,1.056311,1.096886,0.595136
20,40,0.411765,0.803922,1.087481,1.099308,0.334317
20,41,0.411765,0.823529,1.117326,1.101730,0.180719
20,42,0.411765,0.843137,1.145391,1.104152,0.094005
20,43,0.411765,0.862745,1.171253,1.106574,0.047054
20,44,0.411765,0.882353,1.194519,1.108997,0.022665
20,45,0.411765,0.901961,1.214836,1.111419,0.010505
20,46,0.411765,0.921569,1.231897,1.113841,0.004686
20,47,0.411765,0.941176,1.245442,1.116263,0.002011
20,48,0.411765,0.960784,1.255266,1.118685,0.000831
20,49,0.411765,0.980392,1.261221,1.121107,0.000330
21,0,0.431373,0.019608,1.207396,1.002537,0.000385
21,1,0.431373,0.039216,1.202668,1.005075,0.000969
21,2,0.431373,0.058824,1.194868,1.007612,0.002345
21,3,0.431373,0.078431,1.184114,1.010150,0.005465
21,4,0.431373,0.098039,1.170569,1.012687,0.012252
21,5,0.431373,0.117647,1.154438,1.015225,0.026433
21,6,0.431373,0.137255,1.135966,1.017762,0.054877
21,7,0.431373,0.156863,1.115433,1.020300,0.109632
21,8,0.431373,0.176471,1.093150,1.022837,0.210762
21,9,0.431373,0.196078,1.069456,1.025375,0.389894
21,10,0.431373,0.215686,1.044708,1.027912,0.694073
21,11,0.431373,0.235294,1.019282,1.030450,1.188957
21,12,0.431373,0.254902,0.993564,1.032987,1.959882
21,13,0.431373,0.274510,0.967944,1.035525,3.108826
21,14,0.431373,0.294118,0.942810,1.038062,4.745323
21,15,0.431373,0.313725,0.918542,1.040600,6.970082
21,16,0.431373,0.333333,0.895510,1.043137,9.851737
21,17,0.431373,0.352941,0.874061,1.045675,13.399559
21,18,0.431373,0.372549,0.854522,1.048212,17.537633
21,19,0.431373,0.392157,0.837188,1.050750,22.087891
21,20,0.431373,0.411765,0.822321,1.053287,26.769503
21,21,0.431373,0.431373,0.810149,1.055825,31.219731
21,22,0.431373,0.450980,0.800854,1.058362,35.036506
21,23,0.431373,0.470588,0.794578,1.060900,37.836871
21,24,0.431373,0.490196,0.791416,1.063437,39.319902
21,25,0.431373,0.509804,0.791416,1.065975,39.319902
21,26,0.431373,0.529412,0.794578,1.068512,37.836871
21,27,0.431373,0.549020,0.800854,1.071050,35.036506
21,28,0.431373,0.568627,0.810149,1.073587,31.219731
21,29,0.431373,0.588235,0.822321,1.076125,26.769503
21,30,0.431373,0.607843,0.837188,1.078662,22.087891
21,31,0.431373,0.627451,0.854522,1.081200,17.537633
21,32,0.431373,0.647059,0.874061,1.083737,13.399559
21,33,0.431373,0.666667,0.895510,1.086275,9.851737
21,34,0.431373,0.686275,0.918542,1.088812,6.970082
21,35,0.431373,0.705882,0.942810,1.091349,4.745323
21,36,0.431373,0.725490,0.967944,1.093887,3.108826
21,37,0.431373,0.745098,0.993564,1.096424,1.959882
21,38,0.431373,0.764706,1.019282,1.098962,1.188957
21,39,0.431373,0.784314,1.044708,1.101499,0.694073
21,40,0.431373,0.803922,1.069456,1.104037,0.389894
21,41,0.431373,0.823529,1.093150,1.106574,0.210762
21,42,0.431373,0.843137,1.115433,1.109112,0.109632
21,43,0.431373,0.862745,1.135966,1.111649,0.054877
21,44,0.431373,0.882353,1.154438,1.114187,0.026433
21,45,0.431373,0.901961,1.170569,1.116724,0.012252
21,46,0.431373,0.921569,1.184114,1.119262,0.005465
21,47,0.431373,0.941176,1.194868,1.121799,0.002345
21,48,0.431373,0.960784,1.202668,1.124337,0.000969
21,49,0.431373,0.980392,1.207396,1.126874,0.000385
22,0,0.450980,0.019608,1.150427,1.002653,0.000432
22,1,0.450980,0.039216,1.146998,1.005306,0.001087
22,2,0.450980,0.058824,1.141341,1.007958,0.002632
22,3,0.450980,0.078431,1.133541,1.010611,0.006133
22,4,0.450980,0.098039,1.123716,1.013264,0.013750
22,5,0.450980,0.117647,1.112016,1.015917,0.029664
22,6,0.450980,0.137255,1.098618,1.018570,0.061586
22,7,0.450980,0.156863,1.083725,1.021223,0.123036
22,8,0.450980,0.176471,1.067563,1.023875,0.236528
22,9,0.450980,0.196078,1.050377,1.026528,0.437561
22,10,0.450980,0.215686,1.032427,1.029181,0.778927
22,11,0.450980,0.235294,1.013986,1.031834,1.334313
22,12,0.450980,0.254902,0.995332,1.034487,2.199488
22,13,0.450980,0.274510,0.976749,1.037140,3.488896
22,14,0.450980,0.294118,0.958519,1.039792,5.325463
22,15,0.450980,0.313725,0.940918,1.042445,7.822211
22,16,0.450980,0.333333,0.924212,1.045098,11.056163
22,17,0.450980,0.352941,0.908655,1.047751,15.037725
22,18,0.450980,0.372549,0.894483,1.050404,19.681700
22,19,0.450980,0.392157,0.881910,1.053057,24.788251
22,20,0.450980,0.411765,0.871127,1.055709,30.042215
22,21,0.450980,0.431373,0.862298,1.058362,35.036506
22,22,0.450980,0.450980,0.855557,1.061015,39.319902
22,23,0.450980,0.470588,0.851005,1.063668,42.462627
22,24,0.450980,0.490196,0.848711,1.066321,44.126966
22,25,0.450980,0.509804,0.848711,1.068973,44.126966
22,26,0.450980,0.529412,0.851005,1.071626,42.462627
22,27,0.450980,0.549020,0.855557,1.074279,39.319902
22,28,0.450980,0.568627,0.862298,1.076932,35.036506
22,29,0.450980,0.588235,0.871127,1.079585,30.042215
22,30,0.450980,0.607843,0.881910,1.082238,24.788251
22,31,0.450980,0.627451,0.894483,1.084890,19.681700
22,32,0.450980,0.647059,0.908655,1.087543,15.037725
22,33,0.450980,0.666667,0.924212,1.090196,11.056163
22,34,0.450980,0.686275,0.940918,1.092849,7.822211
22,35,0.450980,0.705882,0.958519,1.095502,5.325463
22,36,0.450980,0.725490,0.976749,1.098155,3.488896
22,37,0.450980,0.745098,0.995332,1.100807,2.199488
22,38,0.450980,0.764706,1.013986,1.103460,1.334313
22,39,0.450980,0.784314,1.032427,1.106113,0.778927
22,40,0.450980,0.803922,1.050377,1.108766,0.437561
22,41,0.450980,0.823529,1.067563,1.111419,0.236528
22,42,0.450980,0.843137,1.083725,1.114072,0.123036
22,43,0.450980,0.862745,1.098618,1.116724,0.061586
22,44,0.450980,0.882353,1.112016,1.119377,0.029664
22,45,0.450980,0.901961,1.123716,1.122030,0.013750
22,46,0.450980,0.921569,1.133541,1.124683,0.006133
22,47,0.450980,0.941176,1.141341,1.127336,0.002632
22,48,0.450980,0.960784,1.146998,1.129988,0.001087
22,49,0.450980,0.980392,1.150427,1.132641,0.000432
23,0,0.470588,0.019608,1.091178,1.002768,0.000467
23,1,0.470588,0.039216,1.089100,1.005536,0.001174
23,2,0.470588,0.058824,1.085671,1.008304,0.002843
23,3,0.470588,0.078431,1.080943,1.011073,0.006623
23,4,0.470588,0.098039,1.074988,1.013841,0.014849
23,5,0.470588,0.117647,1.067896,1.016609,0.032035
23,6,0.470588,0.137255,1.059775,1.019377,0.066508
23,7,0.470588,0.156863,1.050748,1.022145,0.132869
23,8,0.470588,0.176471,1.040952,1.024913,0.255433
23,9,0.470588,0.196078,1.030535,1.027682,0.472534
23,10,0.470588,0.215686,1.019655,1.030450,0.841184
23,11,0.470588,0.235294,1.008477,1.033218,1.440961
23,12,0.470588,0.254902,0.997171,1.035986,2.375286
23,13,0.470588,0.274510,0.985907,1.038754,3.767754
23,14,0.470588,0.294118,0.974857,1.041522,5.751112
23,15,0.470588,0.313725,0.964189,1.044291,8.447417
23,16,0.470588,0.333333,0.954063,1.047059,11.939850
23,17,0.470588,0.352941,0.944633,1.049827,16.239646
23,18,0.470588,0.372549,0.936043,1.052595,21.254801
23,19,0.470588,0.392157,0.928422,1.055363,26.769503
23,20,0.470588,0.411765,0.921887,1.058131,32.443401
23,21,0.470588,0.431373,0.916535,1.060900,37.836871
23,22,0.470588,0.450980,0.912449,1.063668,42.462627
23,23,0.470588,0.470588,0.909690,1.066436,45.856539
23,24,0.470588,0.490196,0.908299,1.069204,47.653904
23,25,0.470588,0.509804,0.908299,1.071972,47.653904
23,26,0.470588,0.529412,0.909690,1.074740,45.856539
23,27,0.470588,0.549020,0.912449,1.077509,42.462627
23,28,0.470588,0.568627,0.916535,1.080277,37.836871
23,29,0.470588,0.588235,0.921887,1.083045,32.443401
23,30,0.470588,0.607843,0.928422,1.085813,26.769503
23,31,0.470588,0.627451,0.936043,1.088581,21.254801
23,32,0.470588,0.647059,0.944633,1.091349,16.239646
23,33,0.470588,0.666667,0.954063,1.094118,11.939850
23,34,0.470588,0.686275,0.964189,1.096886,8.447417
23,35,0.470588,0.705882,0.974857,1.099654,5.751112
23,36,0.470588,0.725490,0.985907,1.102422,3.767754
23,37,0.470588,0.745098,0.997171,1.105190,2.375286
23,38,0.470588,0.764706,1.008477,1.107958,1.440961
23,39,0.470588,0.784314,1.019655,1.110727,0.841184
23,40,0.470588,0.803922,1.030535,1.113495,0.472534
23,41,0.470588,0.823529,1.040952,1.116263,0.255433
23,42,0.470588,0.843137,1.050748,1.119031,0.132869
23,43,0.470588,0.862745,1.059775,1.121799,0.066508
23,44,0.470588,0.882353,1.067896,1.124567,0.032035
23,45,0.470588,0.901961,1.074988,1.127336,0.014849
23,46,0.470588,0.921569,1.080943,1.130104,0.006623
23,47,0.470588,0.941176,1.085671,1.132872,0.002843
23,48,0.470588,0.960784,1.089100,1.135640,0.001174
23,49,0.470588,0.980392,1.091178,1.138408,0.000467
24,0,0.490196,0.019608,1.030547,1.002884,0.000485
24,1,0.490196,0.039216,1.029851,1.005767,0.001220
24,2,0.490196,0.058824,1.028702,1.008651,0.002954
24,3,0.490196,0.078431,1.027118,1.011534,0.006882
24,4,0.490196,0.098039,1.025123,1.014418,0.015431
24,5,0.490196,0.117647,1.022747,1.017301,0.033291
24,6,0.490196,0.137255,1.020026,1.020185,0.069115
24,7,0.490196,0.156863,1.017002,1.023068,0.138077
24,8,0.490196,0.176471,1.013720,1.025952,0.265445
24,9,0.490196,0.196078,1.010230,1.028835,0.491055
24,10,0.490196,0.215686,1.006585,1.031719,0.874155
24,11,0.490196,0.235294,1.002840,1.034602,1.497440
24,12,0.490196,0.254902,0.999052,1.037486,2.468387
24,13,0.490196,0.274510,0.995279,1.040369,3.915432
24,14,0.490196,0.294118,0.991577,1.043253,5.976529
24,15,0.490196,0.313725,0.988002,1.046136,8.778517
24,16,0.490196,0.333333,0.984610,1.049020,12.407837
24,17,0.490196,0.352941,0.981451,1.051903,16.876165
24,18,0.490196,0.372549,0.978573,1.054787,22.087891
24,19,0.490196,0.392157,0.976020,1.057670,27.818744
24,20,0.490196,0.411765,0.973830,1.060554,33.715032
24,21,0.490196,0.431373,0.972037,1.063437,39.319902
24,22,0.490196,0.450980,0.970668,1.066321,44.126966
24,23,0.490196,0.470588,0.969744,1.069204,47.653904
24,24,0.490196,0.490196,0.969278,1.072088,49.521718
24,25,0.490196,0.509804,0.969278,1.074971,49.521718
24,26,0.490196,0.529412,0.969744,1.077855,47.653904
24,27,0.490196,0.549020,0.970668,1.080738,44.126966
24,28,0.490196,0.568627,0.972037,1.083622,39.319902
24,29,0.490196,0.588235,0.973830,1.086505,33.715032
24,30,0.490196,0.607843,0.976020,1.089389,27.818744
24,31,0.490196,0.627451,0.978573,1.092272,22.087891
24,32,0.490196,0.647059,0.981451,1.095156,16.876165
24,33,0.490196,0.666667,0.984610,1.098039,12.407837
24,34,0.490196,0.686275,0.988002,1.100923,8.778517
24,35,0.490196,0.705882,0.991577,1.103806,5.976529
24,36,0.490196,0.725490,0.995279,1.106690,3.915432
24,37,0.490196,0.745098,0.999052,1.109573,2.468387
24,38,0.490196,0.764706,1.002840,1.112457,1.497440
24,39,0.490196,0.784314,1.006585,1.115340,0.874155
24,40,0.490196,0.803922,1.010230,1.118224,0.491055
24,41,0.490196,0.823529,1.013720,1.121107,0.265445
24,42,0.490196,0.843137,1.017002,1.123991,0.138077
24,43,0.490196,0.862745,1.020026,1.126874,0.069115
24,44,0.490196,0.882353,1.022747,1.129758,0.033291
24,45,0.490196,0.901961,1.025123,1.132641,0.015431
24,46,0.490196,0.921569,1.027118,1.135525,0.006882
24,47,0.490196,0.941176,1.028702,1.138408,0.002954
24,48,0.490196,0.960784,1.029851,1.141292,0.001220
24,49,0.490196,0.980392,1.030547,1.144175,0.000485
25,0,0.509804,0.019608,0.969453,1.002999,0.000485
25,1,0.509804,0.039216,0.970149,1.005998,0.001220
25,2,0.509804,0.058824,0.971298,1.008997,0.002954
25,3,0.509804,0.078431,0.972882,1.011995,0.006882
25,4,0.509804,0.098039,0.974877,1.014994,0.015431
25,5,0.509804,0.117647,0.977253,1.017993,0.033291
25,6,0.509804,0.137255,0.979974,1.020992,0.069115
25,7,0.509804,0.156863,0.982998,1.023991,0.138077
25,8,0.509804,0.176471,0.986280,1.026990,0.265445
25,9,0.509804,0.196078,0.989770,1.029988,0.491055
25,10,0.509804,0.215686,0.993415,1.032987,0.874155
25,11,0.509804,0.235294,0.997160,1.035986,1.497440
25,12,0.509804,0.254902,1.000948,1.038985,2.468387
25,13,0.509804,0.274510,1.004721,1.041984,3.915432
25,14,0.509804,0.294118,1.008423,1.044983,5.976529
25,15,0.509804,0.313725,1.011998,1.047982,8.778517
25,16,0.509804,0.333333,1.015390,1.050980,12.407837
25,17,0.509804,0.352941,1.018549,1.053979,16.876165
25,18,0.509804,0.372549,1.021427,1.056978,22.087891
25,19,0.509804,0.392157,1.023980,1.059977,27.818744
25,20,0.509804,0.411765,1.026170,1.062976,33.715032
25,21,0.509804,0.431373,1.027963,1.065975,39.319902
25,22,0.509804,0.450980,1.029332,1.068973,44.126966
25,23,0.509804,0.470588,1.030256,1.071972,47.653904
25,24,0.509804,0.490196,1.030722,1.074971,49.521718
25,25,0.509804,0.509804,1.030722,1.077970,49.521718
25,26,0.509804,0.529412,1.030256,1.080969,47.653904
25,27,0.509804,0.549020,1.029332,1.083968,44.126966
25,28,0.509804,0.568627,1.027963,1.086967,39.319902
25,29,0.509804,0.588235,1.026170,1.089965,33.715032
25,30,0.509804,0.607843,1.023980,1.092964,27.818744
25,31,0.509804,0.627451,1.021427,1.095963,22.087891
25,32,0.509804,0.647059,1.018549,1.098962,16.876165
25,33,0.509804,0.666667,1.015390,1.101961,12.407837
25,34,0.509804,0.686275,1.011998,1.104960,8.778517
25,35,0.509804,0.705882,1.008423,1.107958,5.976529
25,36,0.509804,0.725490,1.004721,1.110957,3.915432
25,37,0.509804,0.745098,1.000948,1.113956,2.468387
25,38,0.509804,0.764706,0.997160,1.116955,1.497440
25,39,0.509804,0.784314,0.993415,1.119954,0.874155
25,40,0.509804,0.803922,0.989770,1.122953,0.491055
25,41,0.509804,0.823529,0.986280,1.125952,0.265445
25,42,0.509804,0.843137,0.982998,1.128950,0.138077
25,43,0.509804,0.862745,0.979974,1.131949,0.069115
25,44,0.509804,0.882353,0.977253,1.134948,0.033291
25,45,0.509804,0.901961,0.974877,1.137947,0.015431
25,46,0.509804,0.921569,0.972882,1.140946,0.006882
25,47,0.509804,0.941176,0.971298,1.143945,0.002954
25,48,0.509804,0.960784,0.970149,1.146943,0.001220
25,49,0.509804,0.980392,0.969453,1.149942,0.000485
26,0,0.529412,0.019608,0.908822,1.003114,0.000467
26,1,0.529412,0.039216,0.910900,1.006228,0.001174
26,2,0.529412,0.058824,0.914329,1.009343,0.002843
26,3,0.529412,0.078431,0.919057,1.012457,0.006623
26,4,0.529412,0.098039,0.925012,1.015571,0.014849
26,5,0.529412,0.117647,0.932104,1.018685,0.032035
26,6,0.529412,0.137255,0.940225,1.021799,0.066508
26,7,0.529412,0.156863,0.949252,1.024913,0.132869
26,8,0.529412,0.176471,0.959048,1.028028,0.255433
26,9,0.529412,0.196078,0.969465,1.031142,0.472534
26,10,0.529412,0.215686,0.980345,1.034256,0.841184
26,11,0.529412,0.235294,0.991523,1.037370,1.440961
26,12,0.529412,0.254902,1.002829,1.040484,2.375286
26,13,0.529412,0.274510,1.014093,1.043599,3.767754
26,14,0.529412,0.294118,1.025143,1.046713,5.751112
26,15,0.529412,0.313725,1.035811,1.049827,8.447417
26,16,0.529412,0.333333,1.045937,1.052941,11.939850
26,17,0.529412,0.352941,1.055367,1.056055,16.239646
26,18,0.529412,0.372549,1.063957,1.059170,21.254801
26,19,0.529412,0.392157,1.071578,1.062284,26.769503
26,20,0.529412,0.411765,1.078113,1.065398,32.443401
26,21,0.529412,0.431373,1.083465,1.068512,37.836871
26,22,0.529412,0.450980,1.087551,1.071626,42.462627
26,23,0.529412,0.470588,1.090310,1.074740,45.856539
26,24,0.529412,0.490196,1.091701,1.077855,47.653904
26,25,0.529412,0.509804,1.091701,1.080969,47.653904
26,26,0.529412,0.529412,1.090310,1.084083,45.856539
26,27,0.529412,0.549020,1.087551,1.087197,42.462627
26,28,0.529412,0.568627,1.083465,1.090311,37.836871
26,29,0.529412,0.588235,1.078113,1.093426,32.443401
26,30,0.529412,0.607843,1.071578,1.096540,26.769503
26,31,0.529412,0.627451,1.063957,1.099654,21.254801
26,32,0.529412,0.647059,1.055367,1.102768,16.239646
26,33,0.529412,0.666667,1.045937,1.105882,11.939850
26,34,0.529412,0.686275,1.035811,1.108997,8.447417
26,35,0.529412,0.705882,1.025143,1.112111,5.751112
26,36,0.529412,0.725490,1.014093,1.115225,3.767754
26,37,0.529412,0.745098,1.002829,1.118339,2.375286
26,38,0.529412,0.764706,0.991523,1.121453,1.440961
26,39,0.529412,0.784314,0.980345,1.124567,0.841184
26,40,0.529412,0.803922,0.969465,1.127682,0.472534
26,41,0.529412,0.823529,0.959048,1.130796,0.255433
26,42,0.529412,0.843137,0.949252,1.133910,0.132869
26,43,0.529412,0.862745,0.940225,1.137024,0.066508
26,44,0.529412,0.882353,0.932104,1.140138,0.032035
26,45,0.529412,0.901961,0.925012,1.143253,0.014849
26,46,0.529412,0.921569,0.919057,1.146367,0.006623
26,47,0.529412,0.941176,0.914329,1.149481,0.002843
26,48,0.529412,0.960784,0.910900,1.152595,0.001174
26,49,0.529412,0.980392,0.908822,1.155709,0.000467
27,0,0.549020,0.019608,0.849573,1.003230,0.000432
27,1,0.549020,0.039216,0.853002,1.006459,0.001087
27,2,0.549020,0.058824,0.858659,1.009689,0.002632
27,3,0.549020,0.078431,0.866459,1.012918,0.006133
27,4,0.549020,0.098039,0.876284,1.016148,0.013750
27,5,0.549020,0.117647,0.887984,1.019377,0.029664
27,6,0.549020,0.137255,0.901382,1.022607,0.061586
27,7,0.549020,0.156863,0.916275,1.025836,0.123036
27,8,0.549020,0.176471,0.932437,1.029066,0.236528
27,9,0.549020,0.196078,0.949623,1.032295,0.437561
27,10,0.549020,0.215686,0.967573,1.035525,0.778927
27,11,0.549020,0.235294,0.986014,1.038754,1.334313
27,12,0.549020,0.254902,1.004668,1.041984,2.199488
27,13,0.549020,0.274510,1.023251,1.045213,3.488896
27,14,0.549020,0.294118,1.041481,1.048443,5.325463
27,15,0.549020,0.313725,1.059082,1.051672,7.822211
27,16,0.549020,0.333333,1.075788,1.054902,11.056163
27,17,0.549020,0.352941,1.091345,1.058131,15.037725
27,18,0.549020,0.372549,1.105517,1.061361,19.681700
27,19,0.549020,0.392157,1.118090,1.064591,24.788251
27,20,0.549020,0.411765,1.128873,1.067820,30.042215
27,21,0.549020,0.431373,1.137702,1.071050,35.036506
27,22,0.549020,0.450980,1.144443,1.074279,39.319902
27,23,0.549020,0.470588,1.148995,1.077509,42.462627
27,24,0.549020,0.490196,1.151289,1.080738,44.126966
27,25,0.549020,0.509804,1.151289,1.083968,44.126966
27,26,0.549020,0.529412,1.148995,1.087197,42.462627
27,27,0.549020,0.549020,1.144443,1.090427,39.319902
27,28,0.549020,0.568627,1.137702,1.093656,35.036506
27,29,0.549020,0.588235,1.128873,1.096886,30.042215
27,30,0.549020,0.607843,1.118090,1.100115,24.788251
27,31,0.549020,0.627451,1.105517,1.103345,19.681700
27,32,0.549020,0.647059,1.091345,1.106574,15.037725
27,33,0.549020,0.666667,1.075788,1.109804,11.056163
27,34,0.549020,0.686275,1.059082,1.113033,7.822211
27,35,0.549020,0.705882,1.041481,1.116263,5.325463
27,36,0.549020,0.725490,1.023251,1.119493,3.488896
27,37,0.549020,0.745098,1.004668,1.122722,2.199488
27,38,0.549020,0.764706,0.986014,1.125952,1.334313
27,39,0.549020,0.784314,0.967573,1.129181,0.778927
27,40,0.549020,0.803922,0.949623,1.132411,0.437561
27,41,0.549020,0.823529,0.932437,1.135640,0.236528
27,42,0.549020,0.843137,0.916275,1.138870,0.123036
27,43,0.549020,0.862745,0.901382,1.142099,0.061586
27,44,0.549020,0.882353,0.887984,1.145329,0.029664
27,45,0.549020,0.901961,0.876284,1.148558,0.013750
27,46,0.549020,0.921569,0.866459,1.151788,0.006133
27,47,0.549020,0.941176,0.858659,1.155017,0.002632
27,48,0.549020,0.960784,0.853002,1.158247,0.001087
27,49,0.549020,0.980392,0.849573,1.161476,0.000432
28,0,0.568627,0.019608,0.792604,1.003345,0.000385
28,1,0.568627,0.039216,0.797332,1.006690,0.000969
28,2,0.568627,0.058824,0.805132,1.010035,0.002345
28,3,0.568627,0.078431,0.815886,1.013379,0.005465
28,4,0.568627,0.098039,0.829431,1.016724,0.012252
28,5,0.568627,0.117647,0.845562,1.020069,0.026433
28,6,0.568627,0.137255,0.864034,1.023414,0.054877
28,7,0.568627,0.156863,0.884567,1.026759,0.109632
28,8,0.568627,0.176471,0.906850,1.030104,0.210762
28,9,0.568627,0.196078,0.930544,1.033449,0.389894
28,10,0.568627,0.215686,0.955292,1.036794,0.694073
28,11,0.568627,0.235294,0.980718,1.040138,1.188957
28,12,0.568627,0.254902,1.006436,1.043483,1.959882
28,13,0.568627,0.274510,1.032056,1.046828,3.108826
28,14,0.568627,0.294118,1.057190,1.050173,4.745323
28,15,0.568627,0.313725,1.081458,1.053518,6.970082
28,16,0.568627,0.333333,1.104490,1.056863,9.851737
28,17,0.568627,0.352941,1.125939,1.060208,13.399559
28,18,0.568627,0.372549,1.145478,1.063552,17.537633
28,19,0.568627,0.392157,1.162812,1.066897,22.087891
28,20,0.568627,0.411765,1.177679,1.070242,26.769503
28,21,0.568627,0.431373,1.189851,1.073587,31.219731
28,22,0.568627,0.450980,1.199146,1.076932,35.036506
28,23,0.568627,0.470588,1.205422,1.080277,37.836871
28,24,0.568627,0.490196,1.208584,1.083622,39.319902
28,25,0.568627,0.509804,1.208584,1.086967,39.319902
28,26,0.568627,0.529412,1.205422,1.090311,37.836871
28,27,0.568627,0.549020,1.199146,1.093656,35.036506
28,28,0.568627,0.568627,1.189851,1.097001,31.219731
28,29,0.568627,0.588235,1.177679,1.100346,26.769503
28,30,0.568627,0.607843,1.162812,1.103691,22.087891
28,31,0.568627,0.627451,1.145478,1.107036,17.537633
28,32,0.568627,0.647059,1.125939,1.110381,13.399559
28,33,0.568627,0.666667,1.104490,1.113725,9.851737
28,34,0.568627,0.686275,1.081458,1.117070,6.970082
28,35,0.568627,0.705882,1.057190,1.120415,4.745323
28,36,0.568627,0.725490,1.032056,1.123760,3.108826
28,37,0.568627,0.745098,1.006436,1.127105,1.959882
28,38,0.568627,0.764706,0.980718,1.130450,1.188957
28,39,0.568627,0.784314,0.955292,1.133795,0.694073
28,40,0.568627,0.803922,0.930544,1.137140,0.389894
28,41,0.568627,0.823529,0.906850,1.140484,0.210762
28,42,0.568627,0.843137,0.884567,1.143829,0.109632
