row,col,value
653,653,1.006459e+00
654,654,1.008074e+00
655,655,1.009689e+00
656,656,1.011303e+00
657,657,1.012918e+00
658,658,1.014533e+00
659,659,1.016148e+00
660,660,1.017762e+00
661,661,1.019377e+00
662,662,1.020992e+00
663,663,1.022607e+00
664,664,1.024221e+00
665,665,1.025836e+00
666,666,1.027451e+00
667,667,1.029066e+00
668,668,1.030681e+00
669,669,1.032295e+00
670,670,1.033910e+00
671,671,1.035525e+00
672,672,1.037140e+00
673,673,1.038754e+00
674,674,1.040369e+00
675,675,1.041984e+00
676,676,1.043599e+00
677,677,1.045213e+00
678,678,1.046828e+00
679,679,1.048443e+00
680,680,1.050058e+00
681,681,1.051672e+00
682,682,1.053287e+00
683,683,1.054902e+00
684,684,1.056517e+00
685,685,1.058131e+00
686,686,1.059746e+00
687,687,1.061361e+00
688,688,1.062976e+00
689,689,1.064591e+00
690,690,1.066205e+00
691,691,1.067820e+00
692,692,1.069435e+00
693,693,1.071050e+00
694,694,1.072664e+00
695,695,1.074279e+00
696,696,1.075894e+00
697,697,1.077509e+00
698,698,1.079123e+00
699,699,1.080738e+00
700,700,1.001730e+00
701,701,1.003460e+00
702,702,1.005190e+00
703,703,1.006920e+00
704,704,1.008651e+00
705,705,1.010381e+00
706,706,1.012111e+00
707,707,1.013841e+00
708,708,1.015571e+00
709,709,1.017301e+00
710,710,1.019031e+00
711,711,1.020761e+00
712,712,1.022491e+00
713,713,1.024221e+00
714,714,1.025952e+00
715,715,1.027682e+00
716,716,1.029412e+00
717,717,1.031142e+00
718,718,1.032872e+00
719,719,1.034602e+00
720,720,1.036332e+00
721,721,1.038062e+00
722,722,1.039792e+00
723,723,1.041522e+00
724,724,1.043253e+00
725,725,1.044983e+00
726,726,1.046713e+00
727,727,1.048443e+00
728,728,1.050173e+00
729,729,1.051903e+00
730,730,1.053633e+00
731,731,1.055363e+00
732,732,1.057093e+00
733,733,1.058824e+00
734,734,1.060554e+00
735,735,1.062284e+00
736,736,1.064014e+00
737,737,1.065744e+00
738,738,1.067474e+00
739,739,1.069204e+00
740,740,1.070934e+00
741,741,1.072664e+00
742,742,1.074394e+00
743,743,1.076125e+00
744,744,1.077855e+00
745,745,1.079585e+00
746,746,1.081315e+00
747,747,1.083045e+00
748,748,1.084775e+00
749,749,1.086505e+00
750,750,1.001845e+00
751,751,1.003691e+00
752,752,1.005536e+00
753,753,1.007382e+00
754,754,1.009227e+00
755,755,1.011073e+00
756,756,1.012918e+00
757,757,1.014764e+00
758,758,1.016609e+00
759,759,1.018454e+00
760,760,1.020300e+00
761,761,1.022145e+00
762,762,1.023991e+00
763,763,1.025836e+00
764,764,1.027682e+00
765,765,1.029527e+00
766,766,1.031373e+00
767,767,1.033218e+00
768,768,1.035063e+00
769,769,1.036909e+00
770,770,1.038754e+00
771,771,1.040600e+00
772,772,1.042445e+00
773,773,1.044291e+00
774,774,1.046136e+00
775,775,1.047982e+00
776,776,1.049827e+00
777,777,1.051672e+00
778,778,1.053518e+00
779,779,1.055363e+00
780,780,1.057209e+00
781,781,1.059054e+00
782,782,1.060900e+00
783,783,1.062745e+00
784,784,1.064591e+00
785,785,1.066436e+00
786,786,1.068281e+00
787,787,1.070127e+00
788,788,1.071972e+00
789,789,1.073818e+00
790,790,1.075663e+00
791,791,1.077509e+00
792,792,1.079354e+00
793,793,1.081200e+00
794,794,1.083045e+00
795,795,1.084890e+00
796,796,1.086736e+00
797,797,1.088581e+00
798,798,1.090427e+00
799,799,1.092272e+00
800,800,1.001961e+00
801,801,1.003922e+00
802,802,1.005882e+00
803,803,1.007843e+00
804,804,1.009804e+00
805,805,1.011765e+00
806,806,1.013725e+00
807,807,1.015686e+00
808,808,1.017647e+00
809,809,1.019608e+00
810,810,1.021569e+00
811,811,1.023529e+00
812,812,1.025490e+00
813,813,1.027451e+00
814,814,1.029412e+00
815,815,1.031373e+00
816,816,1.033333e+00
817,817,1.035294e+00
818,818,1.037255e+00
819,819,1.039216e+00
820,820,1.041176e+00
821,821,1.043137e+00
822,822,1.045098e+00
823,823,1.047059e+00
824,824,1.049020e+00
825,825,1.050980e+00
826,826,1.052941e+00
827,827,1.054902e+00
828,828,1.056863e+00
829,829,1.058824e+00
830,830,1.060784e+00
831,831,1.062745e+00
832,832,1.064706e+00
833,833,1.066667e+00
834,834,1.068627e+00
835,835,1.070588e+00
836,836,1.072549e+00
837,837,1.074510e+00
838,838,1.076471e+00
839,839,1.078431e+00
840,840,1.080392e+00
841,841,1.082353e+00
842,842,1.084314e+00
843,843,1.086275e+00
844,844,1.088235e+00
845,845,1.090196e+00
846,846,1.092157e+00
847,847,1.094118e+00
848,848,1.096078e+00
849,849,1.098039e+00
850,850,1.002076e+00
851,851,1.004152e+00
852,852,1.006228e+00
853,853,1.008304e+00
854,854,1.010381e+00
855,855,1.012457e+00
856,856,1.014533e+00
857,857,1.016609e+00
858,858,1.018685e+00
859,859,1.020761e+00
860,860,1.022837e+00
861,861,1.024913e+00
862,862,1.026990e+00
863,863,1.029066e+00
864,864,1.031142e+00
865,865,1.033218e+00
866,866,1.035294e+00
867,867,1.037370e+00
868,868,1.039446e+00
869,869,1.041522e+00
870,870,1.043599e+00
871,871,1.045675e+00
872,872,1.047751e+00
873,873,1.049827e+00
874,874,1.051903e+00
875,875,1.053979e+00
876,876,1.056055e+00
877,877,1.058131e+00
878,878,1.060208e+00
879,879,1.062284e+00
880,880,1.064360e+00
881,881,1.066436e+00
