0.019608,0.019608,0.021506
0.019608,0.039216,-0.039285
0.019608,0.058824,0.004244
0.019608,0.078431,0.031607
0.019608,0.098039,0.008611
0.019608,0.117647,-0.008091
0.019608,0.137255,0.021054
0.019608,0.156863,0.056077
0.019608,0.176471,0.009712
0.019608,0.196078,0.015724
0.019608,0.215686,-0.017175
0.019608,0.235294,-0.057628
0.019608,0.254902,0.019143
0.019608,0.274510,0.024989
0.019608,0.294118,-0.044262
0.019608,0.313725,0.006395
0.019608,0.333333,-0.001239
0.019608,0.352941,0.038709
0.019608,0.372549,0.030729
0.019608,0.392157,-0.041741
0.019608,0.411765,-0.040351
0.019608,0.431373,-0.041228
0.019608,0.450980,-0.007129
0.019608,0.470588,0.036590
0.019608,0.490196,-0.008314
0.019608,0.509804,0.017901
0.019608,0.529412,-0.024127
0.019608,0.549020,-0.059117
0.019608,0.568627,0.031288
0.019608,0.588235,0.027669
0.019608,0.607843,-0.039997
0.019608,0.627451,0.012854
0.019608,0.647059,0.046981
0.019608,0.666667,0.041846
0.019608,0.686275,-0.025453
0.019608,0.705882,-0.010259
0.019608,0.725490,0.031876
0.019608,0.745098,0.004532
0.019608,0.764706,0.029022
0.019608,0.784314,0.008106
0.019608,0.803922,-0.072940
0.019608,0.823529,0.031439
0.019608,0.843137,-0.023529
0.019608,0.862745,0.033867
0.019608,0.882353,-0.014266
0.019608,0.901961,0.029789
0.019608,0.921569,0.036604
0.019608,0.941176,0.018078
0.019608,0.960784,-0.002688
0.019608,0.980392,0.017330
0.039216,0.019608,-0.056909
0.039216,0.039216,0.039377
0.039216,0.058824,-0.019579
0.039216,0.078431,0.050165
0.039216,0.098039,-0.023626
0.039216,0.117647,-0.053370
0.039216,0.137255,-0.024840
0.039216,0.156863,0.015820
0.039216,0.176471,0.026841
0.039216,0.196078,0.006512
0.039216,0.215686,0.000258
0.039216,0.235294,-0.064935
0.039216,0.254902,-0.030636
0.039216,0.274510,-0.000052
0.039216,0.294118,0.001746
0.039216,0.313725,0.030208
0.039216,0.333333,0.049192
0.039216,0.352941,0.003035
0.039216,0.372549,0.067928
0.039216,0.392157,-0.029013
0.039216,0.411765,0.023268
0.039216,0.431373,0.000185
0.039216,0.450980,-0.038917
0.039216,0.470588,-0.037664
0.039216,0.490196,0.015359
0.039216,0.509804,0.017201
0.039216,0.529412,-0.003208
0.039216,0.549020,0.012369
0.039216,0.568627,-0.057587
